Laissez-faire;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i;;;Optimal-policy;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i
;538;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;538;0,957635162;0,000716255;0,5818401;-66,25917302;-163,3433236;-2111,458514
;539;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;539;0,957532271;0,000716785;0,5819067;-66,38252485;-163,33297;-2109,247542
;540;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;540;0,957429291;0,000717329;0,581974;-66,50582835;-163,3226779;-2106,997832
;541;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;541;0,957326219;0,000717886;0,582042;-66,62908309;-163,3124481;-2104,708881
;542;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;542;0,957223052;0,000718457;0,5821103;-66,75228865;-163,3022815;-2102,38018
;543;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;543;0,957119789;0,000719041;0,5821796;-66,8754446;-163,292179;-2100,011218
;544;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;544;0,957016428;0,00071964;0,5822492;-66,9985505;-163,2821414;-2097,601478
;545;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;545;0,956912966;0,000720253;0,5823197;-67,12160591;-163,2721697;-2095,15044
;546;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;546;0,9568094;0,00072088;0,5823906;-67,24461038;-163,2622647;-2092,657578
;547;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;547;0,95670573;0,000721523;0,5824624;-67,36756344;-163,2524273;-2090,122363
;548;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;548;0,956601951;0,00072218;0,5825347;-67,49046464;-163,2426585;-2087,544262
;549;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;549;0,956498061;0,000722853;0,5826078;-67,61331351;-163,2329592;-2084,922735
;550;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;550;0,956394059;0,000723541;0,5826815;-67,73610956;-163,2233304;-2082,25724
;551;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;551;0,956289941;0,000724246;0,582756;-67,85885232;-163,2137731;-2079,54723
;552;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;552;0,956185706;0,000724967;0,582831;-67,98154128;-163,2042881;-2076,792154
;553;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;553;0,95608135;0,000725704;0,582907;-68,10417596;-163,1948767;-2073,991455
;554;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;554;0,95597687;0,000726458;0,5829835;-68,22675584;-163,1855396;-2071,144574
;555;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;555;0,955872264;0,000727229;0,5830609;-68,34928039;-163,1762781;-2068,250926
;556;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;556;0,95576753;0,000728017;0,5831389;-68,47174913;-163,1670931;-2065,309984
;557;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;557;0,955662664;0,000728823;0,5832179;-68,59416146;-163,1579857;-2062,321105
;558;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;558;0,955557663;0,000729648;0,5832975;-68,71651691;-163,148957;-2059,28378
;559;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;559;0,955452525;0,00073049;0,5833779;-68,83881489;-163,1400081;-2056,197395
;560;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;560;0,955347246;0,000731352;0,5834591;-68,96105493;-163,1311399;-2053,061432
;561;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;561;0,955241825;0,000732232;0,5835411;-69,08323639;-163,1223537;-2049,875229
;562;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;562;0,955136256;0,000733132;0,5836241;-69,20535869;-163,1136508;-2046,638185
;563;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;563;0,955030538;0,000734051;0,5837077;-69,3274213;-163,1050321;-2043,349747
;564;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;564;0,954924667;0,000734991;0,5837924;-69,44942355;-163,096499;-2040,009236
;565;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;565;0,95481864;0,000735951;0,5838778;-69,57136491;-163,0880526;-2036,616121
;566;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;566;0,954712453;0,000736932;0,5839642;-69,69324474;-163,079694;-2033,169754
;567;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;567;0,954606103;0,000737934;0,5840513;-69,8150625;-163,0714246;-2029,669593
;568;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;568;0,954499587;0,000738958;0,5841394;-69,93681748;-163,0632455;-2026,114942
;569;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;569;0,954392901;0,000740004;0,5842286;-70,05850905;-163,0551582;-2022,505173
;570;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;570;0,954286042;0,000741072;0,5843185;-70,18013659;-163,0471638;-2018,839704
;571;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;571;0,954179005;0,000742164;0,5844096;-70,30169937;-163,0392638;-2015,117829
;572;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;572;0,954071788;0,000743278;0,5845015;-70,42319681;-163,0314594;-2011,33899
;573;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;573;0,953964386;0,000744417;0,5845944;-70,54462819;-163,023752;-2007,502512
;574;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;574;0,953856795;0,000745579;0,5846883;-70,66599289;-163,0161428;-2003,607828
;575;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;575;0,953749012;0,000746766;0,5847833;-70,78729014;-163,0086334;-1999,654211
;576;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;576;0,953641033;0,000747979;0,5848793;-70,90851924;-163,0012253;-1995,641032
;577;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;577;0,953532852;0,000749217;0,5849763;-71,02967946;-162,9939198;-1991,567636
;578;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;578;0,953424467;0,000750481;0,5850745;-71,15077007;-162,9867184;-1987,43337
;579;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;579;0,953315873;0,000751772;0,5851737;-71,27179032;-162,9796226;-1983,237573
;580;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;580;0,953207065;0,00075309;0,585274;-71,39273946;-162,9726339;-1978,979584
;581;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;581;0,95309804;0,000754435;0,5853755;-71,51361671;-162,965754;-1974,658738
;582;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;582;0,952988792;0,000755809;0,5854782;-71,6344213;-162,9589842;-1970,274368
;583;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;583;0,952879317;0,000757211;0,5855819;-71,75515242;-162,9523263;-1965,825801
;584;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;584;0,95276961;0,000758643;0,5856869;-71,87580926;-162,9457819;-1961,312364
;585;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;585;0,952659667;0,000760105;0,585793;-71,99639099;-162,9393525;-1956,73338
;586;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;586;0,952549482;0,000761597;0,5859006;-72,11689679;-162,93304;-1952,08817
;587;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;587;0,95243905;0,000763121;0,5860091;-72,2373258;-162,9268459;-1947,376055
;588;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;588;0,952328367;0,000764676;0,5861192;-72,35767715;-162,9207721;-1942,59635
;589;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;589;0,952217427;0,000766264;0,5862303;-72,47794997;-162,9148202;-1937,74837
;590;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;590;0,952106225;0,000767884;0,586343;-72,59814335;-162,9089921;-1932,831428
;591;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;591;0,951994755;0,000769539;0,5864568;-72,7182564;-162,9032896;-1927,844835
;592;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;592;0,951883012;0,000771227;0,5865721;-72,83828817;-162,8977146;-1922,7879
;593;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;593;0,95177099;0,000772951;0,5866888;-72,95823774;-162,8922688;-1917,659932
;594;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;594;0,951658683;0,000774711;0,5868068;-73,07810415;-162,8869544;-1912,460237
;595;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;595;0,951546086;0,000776507;0,5869264;-73,19788641;-162,8817731;-1907,188121
;596;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;596;0,951433192;0,000778341;0,5870474;-73,31758355;-162,8767269;-1901,842889
;597;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;597;0,951319995;0,000780213;0,5871699;-73,43719455;-162,871818;-1896,423844
;598;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;598;0,95120649;0,000782124;0,5872938;-73,55671838;-162,8670483;-1890,930291
;599;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;599;0,951092668;0,000784074;0,5874194;-73,67615401;-162,8624199;-1885,361533
;600;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;600;0,950978525;0,000786065;0,5875466;-73,79550038;-162,857935;-1879,716874
;601;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;601;0,950864052;0,000788098;0,5876752;-73,91475639;-162,8535957;-1873,995616
;602;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;602;0,950749244;0,000790173;0,5878057;-74,03392096;-162,8494042;-1868,197065
;603;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;603;0,950634093;0,000792292;0,5879376;-74,15299297;-162,8453627;-1862,320525
;604;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;604;0,950518592;0,000794454;0,5880715;-74,27197127;-162,8414736;-1856,365301
;605;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;605;0,950402733;0,000796662;0,5882068;-74,39085471;-162,8377391;-1850,330702
;606;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;606;0,95028651;0,000798916;0,5883441;-74,50964211;-162,8341615;-1844,216035
;607;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;607;0,950169914;0,000801218;0,5884832;-74,62833227;-162,8307434;-1838,020612
;608;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;608;0,950052937;0,000803567;0,5886239;-74,74692397;-162,8274871;-1831,743744
;609;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;609;0,949935572;0,000805966;0,5887667;-74,86541595;-162,8243952;-1825,384746
;610;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;610;0,94981781;0,000808416;0,5889113;-74,98380697;-162,8214701;-1818,942936
;611;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;611;0,949699643;0,000810917;0,5890578;-75,10209571;-162,8187144;-1812,417636
;612;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;612;0,949581062;0,000813471;0,5892064;-75,22028088;-162,8161308;-1805,808168
;613;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;613;0,949462058;0,000816079;0,5893569;-75,33836113;-162,813722;-1799,113862
;614;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;614;0,949342623;0,000818742;0,5895094;-75,4563351;-162,8114906;-1792,33405
;615;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;615;0,949222746;0,000821462;0,5896642;-75,5742014;-162,8094394;-1785,468067
;616;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;616;0,949102419;0,000824239;0,5898209;-75,69195861;-162,8075714;-1778,515256
;617;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;617;0,948981632;0,000827076;0,58998;-75,8096053;-162,8058893;-1771,474964
;618;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;618;0,948860375;0,000829974;0,5901411;-75,92714;-162,8043961;-1764,346544
;619;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;619;0,948738637;0,000832933;0,5903046;-76,04456121;-162,8030947;-1757,129354
;620;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;620;0,948616408;0,000835956;0,5904703;-76,16186741;-162,8019883;-1749,822761
;621;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;621;0,948493678;0,000839045;0,5906385;-76,27905704;-162,8010799;-1742,426137
;622;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;622;0,948370435;0,000842199;0,5908091;-76,39612853;-162,8003727;-1734,938862
;623;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;623;0,948246668;0,000845423;0,590982;-76,51308025;-162,79987;-1727,360325
;624;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;624;0,948122366;0,000848716;0,5911575;-76,62991056;-162,7995749;-1719,689924
;625;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;625;0,947997516;0,000852081;0,5913355;-76,74661778;-162,799491;-1711,927064
;626;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;626;0,947872107;0,000855519;0,5915162;-76,86320021;-162,7996215;-1704,071161
;627;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;627;0,947746127;0,000859033;0,5916995;-76,97965609;-162,79997;-1696,121641
;628;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;628;0,947619561;0,000862624;0,5918855;-77,09598366;-162,80054;-1688,077942
;629;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;629;0,947492398;0,000866294;0,5920743;-77,21218109;-162,8013352;-1679,939512
;630;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;630;0,947364623;0,000870045;0,592266;-77,32824654;-162,8023593;-1671,705812
;631;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;631;0,947236223;0,00087388;0,5924605;-77,44417812;-162,8036159;-1663,376313
;632;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;632;0,947107184;0,000877801;0,592658;-77,5599739;-162,8051091;-1654,950504
;633;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;633;0,94697749;0,000881809;0,5928585;-77,67563192;-162,8068427;-1646,427884
;634;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;634;0,946847128;0,000885907;0,5930621;-77,79115017;-162,8088207;-1637,807967
;635;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;635;0,946716081;0,000890097;0,5932689;-77,90652661;-162,8110473;-1629,090286
;636;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;636;0,946584333;0,000894383;0,5934789;-78,02175914;-162,8135266;-1620,274385
;637;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;637;0,94645187;0,000898766;0,5936922;-78,13684564;-162,8162628;-1611,359829
;638;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;638;0,946318672;0,000903249;0,5939088;-78,25178393;-162,8192603;-1602,346199
;639;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;639;0,946184724;0,000907835;0,5941289;-78,36657178;-162,8225236;-1593,233093
;640;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;640;0,946050008;0,000912527;0,5943526;-78,48120692;-162,8260573;-1584,02013
;641;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;641;0,945914504;0,000917328;0,5945799;-78,59568704;-162,8298658;-1574,70695
;642;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;642;0,945778196;0,00092224;0,5948108;-78,71000977;-162,8339541;-1565,293212
;643;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;643;0,945641062;0,000927267;0,5950454;-78,82417269;-162,8383269;-1555,778597
;644;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;644;0,945503084;0,000932413;0,5952841;-78,93817332;-162,8429892;-1546,16281
;645;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;645;0,94536424;0,00093768;0,5955266;-79,05200915;-162,8479461;-1536,445577
;646;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;646;0,945224511;0,000943072;0,5957732;-79,16567759;-162,8532026;-1526,626653
;647;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;647;0,945083872;0,000948592;0,5960239;-79,27917599;-162,8587641;-1516,705815
;648;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;648;0,944942304;0,000954246;0,5962789;-79,39250167;-162,864636;-1506,682867
;649;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;649;0,944799781;0,000960036;0,5965382;-79,50565187;-162,8708239;-1496,557642
;650;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;650;0,944656281;0,000965966;0,596802;-79,61862376;-162,8773333;-1486,330002
;651;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;651;0,944511779;0,000972041;0,5970704;-79,73141446;-162,8841701;-1475,999837
;652;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;652;0,944366248;0,000978265;0,5973433;-79,84402102;-162,8913401;-1465,567069
;653;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;653;0,944219664;0,000984644;0,5976212;-79,95644042;-162,8988494;-1455,031652
;654;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;654;0,944071999;0,00099118;0,5979039;-80,06866958;-162,9067042;-1444,393574
;655;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;655;0,943923225;0,000997881;0,5981916;-80,18070532;-162,9149109;-1433,652855
;656;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;656;0,943773313;0,00100475;0,5984846;-80,29254442;-162,9234759;-1422,809555
;657;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;657;0,943622233;0,001011793;0,5987829;-80,40418356;-162,9324059;-1411,863767
;658;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;658;0,943469954;0,001019016;0,5990865;-80,51561935;-162,9417077;-1400,815623
;659;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;659;0,943316445;0,001026425;0,5993957;-80,62684832;-162,9513882;-1389,665298
;660;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;660;0,943161672;0,001034025;0,5997108;-80,7378669;-162,9614546;-1378,413004
;661;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;661;0,943005602;0,001041823;0,6000316;-80,84867146;-162,9719142;-1367,058997
;662;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;662;0,942848198;0,001049825;0,6003586;-80,95925825;-162,9827746;-1355,603577
;663;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;663;0,942689425;0,00105804;0,6006916;-81,06962345;-162,9940433;-1344,04709
;664;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;664;0,942529244;0,001066473;0,6010312;-81,17976313;-163,0057284;-1332,389927
;665;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;665;0,942367615;0,001075132;0,6013772;-81,28967326;-163,0178378;-1320,632528
;666;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;666;0,9422045;0,001084025;0,6017299;-81,39934973;-163,0303799;-1308,775384
;667;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;667;0,942039854;0,001093161;0,6020897;-81,50878829;-163,0433632;-1296,819038
;668;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;668;0,941873634;0,001102547;0,6024566;-81,61798461;-163,0567965;-1284,764084
;669;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;669;0,941705795;0,001112193;0,6028306;-81,72693421;-163,0706886;-1272,611171
;670;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;670;0,941536289;0,001122109;0,6032124;-81,83563254;-163,0850489;-1260,361008
;671;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;671;0,941365068;0,001132304;0,6036019;-81,94407488;-163,0998868;-1248,01436
;672;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;672;0,941192081;0,001142789;0,6039993;-82,05225643;-163,1152119;-1235,57205
;673;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;673;0,941017274;0,001153573;0,604405;-82,16017221;-163,1310344;-1223,034968
;674;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;674;0,940840592;0,00116467;0,6048192;-82,26781714;-163,1473644;-1210,404064
;675;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;675;0,940661979;0,00117609;0,6052422;-82,37518599;-163,1642125;-1197,680356
;676;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;676;0,940481374;0,001187846;0,605674;-82,48227337;-163,1815896;-1184,864929
;677;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;677;0,940298716;0,001199952;0,6061153;-82,58907376;-163,1995069;-1171,958938
;678;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;678;0,940113939;0,001212421;0,6065661;-82,69558147;-163,2179758;-1158,963609
;679;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;679;0,939926977;0,001225267;0,6070267;-82,80179063;-163,2370081;-1145,880244
;680;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;680;0,939737759;0,001238506;0,6074978;-82,90769524;-163,2566162;-1132,71022
;681;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;681;0,939546211;0,001252154;0,6079792;-83,01328908;-163,2768124;-1119,454992
;682;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;682;0,939352258;0,001266228;0,6084715;-83,11856577;-163,2976098;-1106,116096
;683;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;683;0,939155818;0,001280746;0,6089752;-83,22351873;-163,3190217;-1092,695151
;684;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;684;0,93895681;0,001295727;0,6094905;-83,32814118;-163,3410619;-1079,193861
;685;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;685;0,938755144;0,00131119;0,6100178;-83,43242614;-163,3637444;-1065,614017
;686;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;686;0,93855073;0,001327157;0,6105577;-83,5363664;-163,387084;-1051,957501
;687;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;687;0,938343472;0,001343649;0,6111103;-83,63995452;-163,4110957;-1038,226287
;688;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;688;0,938133269;0,001360691;0,6116764;-83,74318285;-163,4357952;-1024,422443
;689;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;689;0,937920018;0,001378307;0,6122563;-83,84604346;-163,4611985;-1010,548136
;690;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;690;0,937703606;0,001396524;0,6128507;-83,94852819;-163,4873224;-996,6056316
;691;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;691;0,93748392;0,001415369;0,6134597;-84,05062858;-163,514184;-982,5972994
;692;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;692;0,937260836;0,001434872;0,6140845;-84,15233591;-163,5418012;-968,5256136
;693;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;693;0,937034228;0,001455064;0,614725;-84,25364117;-163,5701923;-954,3931569
;694;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;694;0,936803962;0,001475979;0,6153825;-84,35453502;-163,5993766;-940,2026231
;695;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;695;0,936569895;0,001497653;0,6160571;-84,4550078;-163,6293737;-925,9568196
;696;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;696;0,936331879;0,001520123;0,6167497;-84,55504953;-163,6602041;-911,6586709
;697;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;697;0,936089758;0,001543429;0,6174612;-84,65464985;-163,6918891;-897,3112211
;698;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;698;0,935843366;0,001567615;0,6181921;-84,75379803;-163,7244508;-882,9176367
;699;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;699;0,935592527;0,001592726;0,6189434;-84,85248296;-163,7579119;-868,4812107
;700;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;700;0,935337058;0,001618811;0,6197158;-84,9506931;-163,7922964;-854,0053652
;701;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;701;0,935076763;0,001645923;0,6205104;-85,04841649;-163,8276289;-839,4936542
;702;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;702;0,934811436;0,001674118;0,621328;-85,1456407;-163,863935;-824,9497674
;703;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;703;0,934540857;0,001703456;0,6221698;-85,24235281;-163,9012415;-810,3775333
;704;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;704;0,934264794;0,001734001;0,6230368;-85,33853942;-163,9395763;-795,7809224
;705;0,087199908;1,00E-09;0;-5,60300831;-11463966,38;1,00E+15;;;;705;0,933983;0,001765823;0,6239301;-85,43418656;-163,9789683;-781,1640513
