R;Laissez-faire;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i;;;Optimal-policy;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i
;;169;0,087348493;0,000400611;1;0;-74451,13621;16411713,37;;;;169;0,993303839;0,000499059;0,580126228;-0,124635794;-167,7270601;-2992,407297
;;170;0,087333777;0,000360977;1;0;-77585,52528;18969390,72;;;;170;0,993229793;0,000501627;0,580029495;-0,124705819;-167,7231183;-2979,52746
;;171;0,08732052;0,000325261;1;0;-80848,73046;21925663,61;;;;171;0,993155399;0,000504177;0,579933896;-0,124775052;-167,7190509;-2966,855185
;;172;0,087308575;0,000293078;1;0;-84246,1537;25342650,29;;;;172;0,993080659;0,000506711;0,579839423;-0,124843495;-167,7148592;-2954,386797
;;173;0,087297814;0,000264078;1;0;-87783,41691;29292149,68;;;;173;0,993005575;0,000509228;0,579746072;-0,124911152;-167,7105441;-2942,118698
;;174;0,08728812;0,000237947;1;0;-91466,3712;33857150,03;;;;174;0,99293015;0,000511727;0,579653834;-0,124978027;-167,7061069;-2930,047365
;;175;0,087279385;0,0002144;1;0;-95301,10662;39133572,75;;;;175;0,992854387;0,000514209;0,579562703;-0,125044124;-167,7015485;-2918,169348
;;176;0,087271515;0,000193183;1;0;-99293,96225;45232287,85;;;;176;0,992778288;0,000516673;0,579472674;-0,125109447;-167,6968702;-2906,48127
;;177;0,087264425;0,000174065;1;0;-103451,5367;52281443,67;;;;177;0,992701856;0,00051912;0,579383738;-0,125174;-167,692073;-2894,979822
;;178;0,087258037;0,000156838;1;0;-107780,699;60429159,55;;;;178;0,992625093;0,000521549;0,57929589;-0,125237787;-167,6871579;-2883,661766
;;179;0,087252282;0,000141316;1;0;-112288,6001;69846638,12;;;;179;0,992548003;0,00052396;0,579209123;-0,125300811;-167,682126;-2872,523928
;;180;0,087247096;0,00012733;1;0;-116982,6844;80731762,75;;;;180;0,992470587;0,000526353;0,579123429;-0,125363078;-167,6769785;-2861,563201
;;181;0,087242424;0,000114728;1;0;-121870,7025;93313255,48;;;;181;0,992392848;0,000528729;0,579038804;-0,12542459;-167,6717163;-2850,776539
;;182;0,087238215;0,000103372;1;0;-126960,7237;107855483;;;;182;0,992314789;0,000531086;0,578955239;-0,125485352;-167,6663405;-2840,16096
;;183;0,087234423;9,31E-05;1;0;-132261,1495;124664011,8;;;;183;0,992236413;0,000533426;0,578872728;-0,125545368;-167,6608523;-2829,713542
;;184;0,087231006;8,39E-05;1;0;-137780,7272;144092028,4;;;;184;0,992157722;0,000535747;0,578791264;-0,125604643;-167,6552525;-2819,431422
;;185;0,087227927;7,56E-05;1;0;-143528,5647;166547761,1;;;;185;0,992078719;0,00053805;0,57871084;-0,12566318;-167,6495424;-2809,311796
;;186;0,087225153;6,81E-05;1;0;-149514,1455;192503057,7;;;;186;0,991999407;0,000540335;0,57863145;-0,125720983;-167,6437228;-2799,351914
;;187;0,087222654;6,14E-05;1;0;-155747,3441;222503299,9;;;;187;0,991919788;0,000542601;0,578553087;-0,125778057;-167,6377949;-2789,549083
;;188;0,087220402;5,53E-05;1;0;-162238,4425;257178863,3;;;;188;0,991839864;0,000544849;0,578475744;-0,125834407;-167,6317597;-2779,900661
;;189;0,087218373;4,98E-05;1;0;-168998,1474;297258362,9;;;;189;0,991759639;0,000547079;0,578399415;-0,125890035;-167,6256182;-2770,40406
;;190;0,087216545;4,49E-05;1;0;-176037,6073;343583963,2;;;;190;0,991679116;0,00054929;0,578324092;-0,125944947;-167,6193713;-2761,056743
;;191;0,087214898;4,05E-05;1;0;-183368,4313;397129073,9;;;;191;0,991598296;0,000551483;0,578249769;-0,125999147;-167,6130202;-2751,856225
;;192;0,087213414;3,65E-05;1;0;-191002,7082;459018803,6;;;;192;0,991517183;0,000553657;0,578176439;-0,126052639;-167,6065658;-2742,800066
;;193;0,087212077;3,28E-05;1;0;-198953,0266;530553600,9;;;;193;0,991435779;0,000555813;0,578104095;-0,126105427;-167,6000091;-2733,885877
;;194;0,087210872;2,96E-05;1;0;-207232,4951;613236580;;;;194;0,991354087;0,00055795;0,578032731;-0,126157516;-167,5933512;-2725,111315
;;195;0,087209787;2,67E-05;1;0;-215854,7647;708805104,5;;;;195;0,99127211;0,000560069;0,577962339;-0,12620891;-167,5865929;-2716,474081
;;196;0,087208809;2,40E-05;1;0;-224834,0506;819267293,7;;;;196;0,99118985;0,000562169;0,577892913;-0,126259613;-167,5797353;-2707,971922
;;197;0,087207928;2,16E-05;1;0;-234185,1562;946944217,6;;;;197;0,99110731;0,00056425;0,577824446;-0,12630963;-167,5727793;-2699,602629
;;198;0,087207134;1,95E-05;1;0;-243923,4972;1094518668;;;;198;0,991024492;0,000566313;0,577756931;-0,126358965;-167,565726;-2691,364035
;;199;0,087206419;1,76E-05;1;0;-254065,127;1265091532;;;;199;0,9909414;0,000568357;0,577690362;-0,126407622;-167,5585762;-2683,254014
;;200;0,087205774;1,58E-05;1;0;-264626,7635;1462246945;;;;200;0,990858035;0,000570383;0,577624732;-0,126455606;-167,551331;-2675,27048
;;201;0,087205193;1,43E-05;1;0;-275625,816;1690127607;;;;201;0,990774401;0,00057239;0,577560034;-0,126502922;-167,5439913;-2667,411389
;;202;0,08720467;1,29E-05;1;0;-287080,4149;1953521824;;;;202;0,990690501;0,000574378;0,577496261;-0,126549573;-167,536558;-2659,674734
;;203;0,087204199;1,16E-05;1;0;-299009,4406;2257964128;;;;203;0,990606336;0,000576348;0,577433406;-0,126595564;-167,5290321;-2652,058547
;;204;0,087203774;1,04E-05;1;0;-311432,555;2609851569;;;;204;0,99052191;0,000578299;0,577371463;-0,1266409;-167,5214145;-2644,560896
;;205;0,087203391;9,40E-06;1;0;-324370,2344;3016578126;;;;205;0,990437225;0,000580232;0,577310425;-0,126685584;-167,5137061;-2637,179887
;;206;0,087203046;8,47E-06;1;0;-337843,8022;3486690081;;;;206;0,990352283;0,000582146;0,577250286;-0,126729622;-167,5059079;-2629,91366
;;207;0,087202736;7,63E-06;1;0;-351875,4652;4030065592;;;;207;0,990267088;0,000584042;0,577191038;-0,126773017;-167,4980208;-2622,76039
;;208;0,087202456;6,88E-06;1;0;-366488,3493;4658122252;;;;208;0,990181643;0,000585919;0,577132675;-0,126815775;-167,4900457;-2615,718286
;;209;0,087202204;6,20E-06;1;0;-381706,538;5384057010;;;;209;0,990095949;0,000587777;0,577075191;-0,126857899;-167,4819834;-2608,785591
;;210;0,087201976;5,58E-06;1;0;-397555,1122;6223123459;;;;210;0,990010009;0,000589617;0,577018578;-0,126899394;-167,473835;-2601,960579
;;211;0,087201772;5,03E-06;1;0;-414060,1913;7192952358;;;;211;0,989923826;0,000591439;0,576962831;-0,126940264;-167,4656012;-2595,241557
;;212;0,087201587;4,53E-06;1;0;-431248,9764;8313922089;;;;212;0,989837402;0,000593242;0,576907942;-0,126980514;-167,457283;-2588,626862
;;213;0,087201421;4,08E-06;1;0;-449149,7949;9609586861;;;;213;0,989750741;0,000595027;0,576853904;-0,127020148;-167,4488812;-2582,114863
;;214;0,087201271;3,68E-06;1;0;-467792,1476;11107171635;;;;214;0,989663844;0,000596794;0,576800712;-0,127059171;-167,4403967;-2575,703956
;;215;0,087201136;3,32E-06;1;0;-487206,7568;12838144185;;;;215;0,989576714;0,000598542;0,576748359;-0,127097586;-167,4318305;-2569,392569
;;216;0,087201015;2,99E-06;1;0;-507425,6175;14838876311;;;;216;0,989489354;0,000600272;0,576696838;-0,1271354;-167,4231833;-2563,179158
;;217;0,087200905;2,69E-06;1;0;-528482,0495;17151408097;;;;217;0,989401767;0,000601984;0,576646143;-0,127172614;-167,4144559;-2557,062204
;;218;0,087200806;2,43E-06;1;0;-550410,7529;19824331268;;;;218;0,989313954;0,000603678;0,576596267;-0,127209236;-167,4056494;-2551,040219
;;219;0,087200717;2,19E-06;1;0;-573247,8648;22913810220;;;;219;0,989225919;0,000605353;0,576547203;-0,127245267;-167,3967644;-2545,111739
;;220;0,087200637;1,97E-06;1;0;-597031,0192;26484762165;;;;220;0,989137663;0,000607011;0,576498946;-0,127280714;-167,3878019;-2539,275327
;;221;0,087200565;1,77E-06;1;0;-621799,4089;30612221193;;;;221;0,989049191;0,000608651;0,576451489;-0,127315579;-167,3787627;-2533,529572
;;222;0,0872005;1,60E-06;1;0;-647593,85;35382914915;;;;222;0,988960503;0,000610273;0,576404826;-0,127349869;-167,3696475;-2527,873088
;;223;0,087200441;1,44E-06;1;0;-674456,8491;40897086816;;;;223;0,988871602;0,000611877;0,576358949;-0,127383586;-167,3604573;-2522,304512
;;224;0,087200389;1,30E-06;1;0;-702432,6736;47270602602;;;;224;0,988782491;0,000613463;0,576313853;-0,127416736;-167,3511928;-2516,822507
;;225;0,087200341;1,17E-06;1;0;-731567,4247;54637384814;;;;225;0,988693173;0,000615031;0,576269532;-0,127449322;-167,3418549;-2511,425757
;;226;0,087200298;1,05E-06;1;0;-761909,1128;63152226856;;;;226;0,98860365;0,000616582;0,576225979;-0,12748135;-167,3324443;-2506,112972
;;227;0,08720026;9,49E-07;1;0;-793507,7371;72994045564;;;;227;0,988513924;0,000618115;0,576183188;-0,127512822;-167,3229618;-2500,882883
;;228;0,087200225;8,55E-07;1;0;-826415,3682;84369640672;;;;228;0,988423997;0,000619631;0,576141152;-0,127543745;-167,3134083;-2495,734241
;;229;0,087200193;7,70E-07;1;0;-860686,2331;97518040160;;;;229;0,988333873;0,000621129;0,576099866;-0,127574121;-167,3037844;-2490,665822
;;230;0,087200165;6,94E-07;1;0;-896376,8053;1,13E+11;;;;230;0,988243553;0,00062261;0,576059324;-0,127603955;-167,2940911;-2485,67642
;;231;0,08720014;6,25E-07;1;0;-933545,8976;1,30E+11;;;;231;0,988153041;0,000624074;0,576019518;-0,127633251;-167,2843291;-2480,764853
;;232;0,087200117;5,64E-07;1;0;-972254,759;1,51E+11;;;;232;0,988062337;0,00062552;0,575980444;-0,127662015;-167,2744991;-2475,929956
;;233;0,087200096;5,08E-07;1;0;-1012567,176;1,74E+11;;;;233;0,987971446;0,00062695;0,575942094;-0,127690249;-167,2646019;-2471,170586
;;234;0,087200077;4,57E-07;1;0;-1054549,575;2,01E+11;;;;234;0,987880368;0,000628362;0,575904463;-0,127717958;-167,2546382;-2466,485618
;;235;0,087200061;4,12E-07;1;0;-1098271,139;2,33E+11;;;;235;0,987789107;0,000629757;0,575867545;-0,127745146;-167,2446089;-2461,873948
;;236;0,087200046;3,71E-07;1;0;-1143803,912;2,69E+11;;;;236;0,987697665;0,000631135;0,575831334;-0,127771818;-167,2345146;-2457,334487
;;237;0,087200032;3,35E-07;1;0;-1191222,924;3,11E+11;;;;237;0,987606043;0,000632497;0,575795824;-0,127797977;-167,2243561;-2452,866168
;;238;0,08720002;3,02E-07;1;0;-1240606,313;3,59E+11;;;;238;0,987514246;0,000633842;0,575761009;-0,127823628;-167,2141341;-2448,46794
;;239;0,087200009;2,72E-07;1;0;-1292035,455;4,15E+11;;;;239;0,987422273;0,00063517;0,575726883;-0,127848776;-167,2038494;-2444,13877
;;240;0,087199999;2,45E-07;1;0;-1345595,095;4,80E+11;;;;240;0,987330129;0,000636482;0,57569344;-0,127873423;-167,1935026;-2439,877642
;;241;0,08719999;2,21E-07;1;0;-1401373,489;5,54E+11;;;;241;0,987237815;0,000637777;0,575660674;-0,127897574;-167,1830946;-2435,683557
;;242;0,087199982;1,99E-07;1;0;-1459462,55;6,41E+11;;;;242;0,987145334;0,000639056;0,57562858;-0,127921233;-167,1726259;-2431,555532
;;243;0,087199974;1,79E-07;1;0;-1519957,998;7,41E+11;;;;243;0,987052687;0,000640319;0,575597151;-0,127944405;-167,1620974;-2427,4926
;;244;0,087199968;1,61E-07;1;0;-1582959,517;8,56E+11;;;;244;0,986959877;0,000641565;0,575566383;-0,127967092;-167,1515097;-2423,493811
;;245;0,087199962;1,45E-07;1;0;-1648570,921;9,90E+11;;;;245;0,986866906;0,000642796;0,575536269;-0,1279893;-167,1408634;-2419,55823
;;246;0,087199956;1,31E-07;1;0;-1716900,325;1,14E+12;;;;246;0,986773777;0,00064401;0,575506803;-0,128011033;-167,1301594;-2415,684936
;;247;0,087199952;1,18E-07;1;0;-1788060,323;1,32E+12;;;;247;0,986680491;0,000645209;0,575477981;-0,128032294;-167,1193982;-2411,873024
;;248;0,087199947;1,06E-07;1;0;-1862168,17;1,53E+12;;;;248;0,986587051;0,000646392;0,575449796;-0,128053087;-167,1085806;-2408,121604
;;249;0,087199943;9,58E-08;1;0;-1939345,983;1,77E+12;;;;249;0,986493459;0,000647559;0,575422242;-0,128073416;-167,0977072;-2404,4298
;;250;0,08719994;8,63E-08;1;0;-2019720,934;2,04E+12;;;;250;0,986399716;0,00064871;0,575395315;-0,128093285;-167,0867787;-2400,796748
;;251;0,087199937;7,78E-08;1;0;-2103425,464;2,36E+12;;;;251;0,986305826;0,000649846;0,575369009;-0,128112698;-167,0757958;-2397,221602
;;252;0,087199934;7,01E-08;1;0;-2190597,501;2,73E+12;;;;252;0,98621179;0,000650967;0,575343318;-0,128131659;-167,0647591;-2393,703525
;;253;0,087199931;6,31E-08;1;0;-2281380,686;3,15E+12;;;;253;0,98611761;0,000652072;0,575318237;-0,128150172;-167,0536692;-2390,241696
;;254;0,087199929;5,69E-08;1;0;-2375924,61;3,64E+12;;;;254;0,986023289;0,000653163;0,575293761;-0,128168241;-167,0425268;-2386,835306
;;255;0,087199927;5,13E-08;1;0;-2474385,062;4,21E+12;;;;255;0,985928828;0,000654238;0,575269884;-0,128185869;-167,0313326;-2383,483558
;;256;0,087199925;4,62E-08;1;0;-2576924,282;4,87E+12;;;;256;0,985834229;0,000655298;0,5752466;-0,12820306;-167,0200872;-2380,18567
;;257;0,087199923;4,16E-08;1;0;-2683711,234;5,63E+12;;;;257;0,985739495;0,000656343;0,575223906;-0,128219818;-167,0087912;-2376,940869
;;258;0,087199922;3,75E-08;1;0;-2794921,879;6,50E+12;;;;258;0,985644627;0,000657374;0,575201794;-0,128236147;-166,9974452;-2373,748397
;;259;0,08719992;3,38E-08;1;0;-2910739,468;7,52E+12;;;;259;0,985549628;0,00065839;0,575180261;-0,128252051;-166,9860499;-2370,607504
;;260;0,087199919;3,04E-08;1;0;-3031354,843;8,69E+12;;;;260;0,985454499;0,000659391;0,575159301;-0,128267532;-166,9746059;-2367,517456
;;261;0,087199918;2,74E-08;1;0;-3156966,75;1,00E+13;;;;261;0,985359243;0,000660378;0,575138909;-0,128282596;-166,9631137;-2364,477527
;;262;0,087199917;2,47E-08;1;0;-3287782,172;1,16E+13;;;;262;0,985263861;0,00066135;0,575119079;-0,128297245;-166,951574;-2361,487002
;;263;0,087199916;2,23E-08;1;0;-3424016,661;1,34E+13;;;;263;0,985168356;0,000662308;0,575099807;-0,128311483;-166,9399874;-2358,54518
;;264;0,087199915;2,01E-08;1;0;-3565894,702;1,55E+13;;;;264;0,985072729;0,000663253;0,575081088;-0,128325314;-166,9283545;-2355,651367
;;265;0,087199915;1,81E-08;1;0;-3713650,077;1,79E+13;;;;265;0,984976982;0,000664183;0,575062916;-0,128338741;-166,9166759;-2352,804882
;;266;0,087199914;1,63E-08;1;0;-3867526,255;2,07E+13;;;;266;0,984881116;0,000665099;0,575045287;-0,128351768;-166,9049521;-2350,005053
;;267;0,087199913;1,47E-08;1;0;-4027776,788;2,39E+13;;;;267;0,984785135;0,000666001;0,575028196;-0,128364399;-166,8931838;-2347,251219
;;268;0,087199913;1,32E-08;1;0;-4194665,733;2,77E+13;;;;268;0,98468904;0,00066689;0,575011638;-0,128376636;-166,8813715;-2344,542727
;;269;0,087199912;1,19E-08;1;0;-4368468,084;3,20E+13;;;;269;0,984592832;0,000667765;0,574995608;-0,128388484;-166,8695158;-2341,878935
;;270;0,087199912;1,07E-08;1;0;-4549470,227;3,70E+13;;;;270;0,984496514;0,000668627;0,574980102;-0,128399946;-166,8576172;-2339,259212
;;271;0,087199912;9,67E-09;1;0;-4737970,413;4,27E+13;;;;271;0,984400086;0,000669475;0,574965114;-0,128411026;-166,8456763;-2336,682933
;;272;0,087199911;8,71E-09;1;0;-4934279,245;4,94E+13;;;;272;0,984303552;0,00067031;0,574950639;-0,128421726;-166,8336937;-2334,149485
;;273;0,087199911;7,85E-09;1;0;-5138720,197;5,71E+13;;;;273;0,984206913;0,000671132;0,574936674;-0,12843205;-166,8216699;-2331,658262
;;274;0,087199911;7,07E-09;1;0;-5351630,137;6,60E+13;;;;274;0,98411017;0,000671941;0,574923214;-0,128442002;-166,8096055;-2329,208668
;;275;0,08719991;6,37E-09;1;0;-5573359,894;7,63E+13;;;;275;0,984013325;0,000672737;0,574910253;-0,128451585;-166,7975009;-2326,800115
;;276;0,08719991;5,74E-09;1;0;-5804274,824;8,82E+13;;;;276;0,983916381;0,00067352;0,574897788;-0,128460802;-166,7853569;-2324,432024
;;277;0,08719991;5,17E-09;1;0;-6044755,423;1,02E+14;;;;277;0,983819338;0,000674291;0,574885814;-0,128469656;-166,7731738;-2322,103824
;;278;0,08719991;4,66E-09;1;0;-6295197,945;1,18E+14;;;;278;0,983722199;0,000675049;0,574874326;-0,128478152;-166,7609522;-2319,814952
;;279;0,087199909;4,20E-09;1;0;-6556015,061;1,36E+14;;;;279;0,983624964;0,000675794;0,57486332;-0,128486291;-166,7486926;-2317,564853
;;280;0,087199909;3,78E-09;1;0;-6827636,536;1,57E+14;;;;280;0,983527637;0,000676527;0,574852791;-0,128494078;-166,7363956;-2315,352981
;;281;0,087199909;3,41E-09;1;0;-7110509,937;1,82E+14;;;;281;0,983430218;0,000677248;0,574842735;-0,128501515;-166,7240616;-2313,178796
;;282;0,087199909;3,07E-09;1;0;-7405101,374;2,10E+14;;;;282;0,983332709;0,000677956;0,574833148;-0,128508606;-166,7116913;-2311,041767
;;283;0,087199909;2,77E-09;1;0;-7711896,263;2,43E+14;;;;283;0,983235112;0,000678653;0,574824026;-0,128515353;-166,699285;-2308,941369
;;284;0,087199909;2,49E-09;1;0;-8031400,129;2,81E+14;;;;284;0,983137428;0,000679337;0,574815363;-0,12852176;-166,6868433;-2306,877085
;;285;0,087199909;2,25E-09;1;0;-8364139,437;3,25E+14;;;;285;0,983039659;0,00068001;0,574807157;-0,128527831;-166,6743667;-2304,848406
;;286;0,087199909;2,02E-09;1;0;-8710662,464;3,75E+14;;;;286;0,982941806;0,000680671;0,574799402;-0,128533567;-166,6618557;-2302,854828
;;287;0,087199909;1,82E-09;1;0;-9071540,197;4,34E+14;;;;287;0,982843871;0,00068132;0,574792095;-0,128538972;-166,6493107;-2300,895857
;;288;0,087199909;1,64E-09;1;0;-9447367,274;5,01E+14;;;;288;0,982745856;0,000681958;0,574785232;-0,12854405;-166,6367323;-2298,971002
;;289;0,087199908;1,48E-09;1;0;-9838762,97;5,79E+14;;;;289;0,982647762;0,000682585;0,574778807;-0,128548802;-166,6241209;-2297,079781
;;290;0,087199908;1,33E-09;1;0;-10246372,21;6,70E+14;;;;290;0,982549591;0,0006832;0,574772818;-0,128553233;-166,6114771;-2295,221718
;;291;0,087199908;1,20E-09;1;0;-10670866,64;7,74E+14;;;;291;0,982451343;0,000683804;0,574767261;-0,128557345;-166,5988012;-2293,396344
;;292;0,087199908;1,08E-09;1;0;-11112945,71;8,95E+14;;;;292;0,982353022;0,000684397;0,57476213;-0,12856114;-166,5860938;-2291,603195
;;293;0,087199908;1,00E-09;0,766092465;0;-11463966,38;1,00E+15;;;;293;0,982254627;0,000684979;0,574757424;-0,128564623;-166,5733553;-2289,841815
;;294;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;294;0,982156161;0,00068555;0,574753136;-0,128567795;-166,5605862;-2288,111751
;;295;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;295;0,982057624;0,000686111;0,574749265;-0,128570659;-166,5477869;-2286,41256
;;296;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;296;0,981959019;0,000686661;0,574745805;-0,128573219;-166,534958;-2284,7438
;;297;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;297;0,981860347;0,0006872;0,574742753;-0,128575477;-166,5220998;-2283,10504
;;298;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;298;0,981761608;0,000687729;0,574740106;-0,128577436;-166,5092127;-2281,49585
;;299;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;299;0,981662806;0,000688247;0,574737859;-0,128579098;-166,4962974;-2279,915809
;;300;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;300;0,98156394;0,000688756;0,57473601;-0,128580467;-166,483354;-2278,364499
;;301;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;301;0,981465012;0,000689254;0,574734553;-0,128581544;-166,4703832;-2276,841509
;;302;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;302;0,981366024;0,000689742;0,574733487;-0,128582334;-166,4573854;-2275,346431
;;303;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;303;0,981266977;0,000690221;0,574732806;-0,128582837;-166,4443609;-2273,878865
;;304;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;304;0,981167871;0,000690689;0,574732508;-0,128583058;-166,4313102;-2272,438414
;;305;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;305;0,98106871;0,000691148;0,574732589;-0,128582998;-166,4182337;-2271,024686
;;306;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;306;0,980969493;0,000691598;0,574733046;-0,12858266;-166,4051319;-2269,637295
;;307;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;307;0,980870221;0,000692038;0,574733876;-0,128582046;-166,3920051;-2268,275859
;;308;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;308;0,980770898;0,000692468;0,574735074;-0,128581159;-166,3788537;-2266,940001
;;309;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;309;0,980671522;0,00069289;0,574736637;-0,128580003;-166,3656783;-2265,629347
;;310;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;310;0,980572096;0,000693302;0,574738563;-0,128578578;-166,3524791;-2264,34353
;;311;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;311;0,980472621;0,000693705;0,574740848;-0,128576887;-166,3392565;-2263,082186
;;312;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;312;0,980373098;0,000694099;0,574743488;-0,128574933;-166,3260111;-2261,844955
;;313;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;313;0,980273528;0,000694484;0,574746481;-0,128572719;-166,3127431;-2260,631482
;;314;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;314;0,980173913;0,000694861;0,574749824;-0,128570246;-166,2994529;-2259,441417
;;315;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;315;0,980074253;0,000695229;0,574753512;-0,128567517;-166,286141;-2258,274411
;;316;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;316;0,979974549;0,000695588;0,574757544;-0,128564534;-166,2728077;-2257,130122
;;317;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;317;0,979874803;0,000695939;0,574761916;-0,128561299;-166,2594534;-2256,008212
;;318;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;318;0,979775016;0,000696281;0,574766624;-0,128557816;-166,2460786;-2254,908344
;;319;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;319;0,97967519;0,000696615;0,574771667;-0,128554085;-166,2326834;-2253,830187
;;320;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;320;0,979575324;0,000696942;0,574777041;-0,128550109;-166,2192684;-2252,773414
;;321;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;321;0,97947542;0,00069726;0,574782743;-0,128545891;-166,2058339;-2251,737701
;;322;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;322;0,979375479;0,00069757;0,57478877;-0,128541432;-166,1923803;-2250,722727
;;323;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;323;0,979275502;0,000697872;0,574795119;-0,128536735;-166,1789079;-2249,728175
;;324;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;324;0,97917549;0,000698166;0,574801789;-0,128531802;-166,1654171;-2248,753732
;;325;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;325;0,979075445;0,000698453;0,574808775;-0,128526634;-166,1519083;-2247,799088
;;326;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;326;0,978975367;0,000698732;0,574816074;-0,128521234;-166,1383818;-2246,863935
;;327;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;327;0,978875256;0,000699004;0,574823686;-0,128515604;-166,1248379;-2245,94797
;;328;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;328;0,978775115;0,000699269;0,574831606;-0,128509746;-166,1112771;-2245,050892
;;329;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;329;0,978674944;0,000699526;0,574839831;-0,128503662;-166,0976996;-2244,172405
;;330;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;330;0,978574744;0,000699776;0,574848361;-0,128497354;-166,0841058;-2243,312214
;;331;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;331;0,978474516;0,000700018;0,574857191;-0,128490824;-166,0704961;-2242,470028
;;332;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;332;0,978374261;0,000700254;0,574866319;-0,128484073;-166,0568708;-2241,645558
;;333;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;333;0,978273979;0,000700483;0,574875743;-0,128477104;-166,0432301;-2240,838519
;;334;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;334;0,978173672;0,000700705;0,57488546;-0,128469918;-166,0295746;-2240,048629
;;335;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;335;0,97807334;0,000700921;0,574895468;-0,128462518;-166,0159044;-2239,275607
;;336;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;336;0,977972985;0,000701129;0,574905764;-0,128454904;-166,00222;-2238,519177
;;337;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;337;0,977872607;0,000701331;0,574916346;-0,12844708;-165,9885216;-2237,779064
;;338;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;338;0,977772207;0,000701527;0,574927212;-0,128439046;-165,9748096;-2237,054995
;;339;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;339;0,977671786;0,000701717;0,574938359;-0,128430805;-165,9610843;-2236,346703
;;340;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;340;0,977571345;0,0007019;0,574949785;-0,128422357;-165,947346;-2235,653919
;;341;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;341;0,977470884;0,000702076;0,574961488;-0,128413706;-165,933595;-2234,976379
;;342;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;342;0,977370404;0,000702247;0,574973466;-0,128404852;-165,9198317;-2234,313822
;;343;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;343;0,977269906;0,000702412;0,574985715;-0,128395797;-165,9060564;-2233,665988
;;344;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;344;0,977169391;0,000702571;0,574998235;-0,128386543;-165,8922694;-2233,032618
;;345;0,087199908;1,00E-09;0;0;-11463966,38;1,00E+15;;;;345;0,97706886;0,000702724;0,575011023;-0,128377091;-165,8784709;-2232,413459
